16742	461 22 153 123 
20383	22 289 290 
7313	437 114 398 528 254 22 272 
30820	289 22 
15527	398 22 78 
32853	454 22 
28373	22 398 
16114	242 175 454 22 476 
4968	22 533 
1073	331 22 
539	153 302 22 289 461 
31111	140 14 454 84 418 242 22 
1990	460 242 22 
2898	22 346 
8285	22 114 
11239	22 306 189 460 242 
10779	521 22 398 131 
28961	418 114 271 22 
13153	418 189 131 22 
15419	205 184 22 
6876	22 58 521 
31984	153 461 22 8 33 
11075	22 122 306 
2462	487 242 370 22 398 
18031	204 22 
10589	58 29 22 277 
19196	58 22 
17175	22 273 
29575	290 140 28 292 418 22 
21885	130 273 22 
16467	302 22 
12821	22 539 11 
25348	22 398 242 189 28 140 
27537	475 204 22 
14590	140 22 189 398 
23229	130 22 58 273 331 31 
29627	368 437 22 385 53 
25296	398 22 403 35 60 242 521 131 
34071	207 140 189 398 22 
12296	533 122 296 22 
10195	22 207 474 
2207	461 153 204 22 367 
1630	153 79 33 22 398 461 
19817	58 22 181 
1414	22 533 
27004	271 102 288 22 
1729	331 352 130 22 426 
13276	175 370 487 242 22 306 
22167	302 22 122 313 
7157	398 153 22 461 
25366	273 494 22 331 288 
22305	22 114 
4040	22 538 58 247 242 284 
8953	154 480 242 8 22 461 153 306 
32661	398 153 461 22 79 
1498	22 533 
8286	130 22 
7362	22 461 8 154 153 498 
20956	140 22 
31840	22 26 303 437 306 140 
27590	22 66 290 
32975	521 22 189 
9521	461 306 398 153 302 22 154 
15644	140 521 538 22 437 303 536 242 131 
24805	153 461 302 328 367 22 
6554	398 22 418 306 
18286	242 175 22 153 461 454 114 
17986	189 131 22 
15079	154 485 22 306 461 123 153 
3894	242 189 483 398 493 22 461 385 153 302 48 
3226	175 454 22 242 
15747	22 189 521 
5668	22 204 
12536	22 533 521 296 
13858	313 331 273 22 
13644	114 289 22 
16878	418 302 398 22 331 122 290 
24812	418 390 242 140 306 22 371 
18931	22 78 306 
18853	33 521 22 
6754	331 153 22 461 58 
17658	22 53 
21696	130 22 
1160	22 84 277 302 306 140 271 
1293	398 426 22 
2106	58 22 
6558	114 22 
5885	291 398 312 15 427 22 242 26 306 1 487 
13499	289 242 22 506 206 306 303 114 437 
5108	22 521 33 
13651	22 521 
3794	154 533 461 153 22 122 
17277	398 122 22 
34081	22 207 474 
1704	331 153 204 483 461 8 44 22 
7604	418 398 306 22 
17405	273 58 3 22 
7233	22 521 
22810	22 521 189 
28071	290 418 22 140 
28168	255 398 78 22 
16867	22 461 33 207 398 79 153 
15461	306 398 22 
9468	290 404 289 398 22 
4994	277 22 
27689	288 22 
9563	204 22 
21898	398 22 306 
28618	22 521 
31069	22 102 288 
16245	22 175 242 102 
6794	313 22 
18446	22 130 
6044	26 22 390 175 140 242 
25838	153 22 116 205 272 
33369	398 122 22 
609	22 474 
13840	26 22 242 140 284 
31006	8 153 461 22 
30909	22 102 
8930	22 302 248 272 153 273 426 
16102	22 130 273 
6217	533 22 
25403	390 102 22 247 84 242 538 
33962	153 189 273 398 22 461 
33744	461 153 22 289 
4531	425 22 242 538 58 247 
19150	150 22 312 302 
18959	521 189 302 22 
8851	22 130 
23067	302 271 482 22 
18270	22 306 
10613	22 339 
7926	66 292 387 22 
13975	22 153 28 461 444 204 8 331 154 
19549	130 22 
5490	242 454 22 175 
3977	398 22 347 306 
33598	8 22 306 
24849	116 153 272 22 398 461 
23089	22 58 3 
29347	153 22 154 302 461 44 
4161	22 398 426 207 
29513	22 189 521 
16666	22 302 131 189 
32341	58 22 
18481	348 521 22 533 
33388	461 367 22 302 153 404 
3599	242 22 461 122 506 206 153 
8203	22 78 
14358	22 116 140 418 153 461 390 272 
4406	53 22 290 
31092	303 437 140 22 26 
14591	22 475 204 
15151	390 418 140 22 
27782	22 521 26 
25321	22 114 
7495	189 175 22 306 461 79 242 153 
182	533 22 
14643	78 398 306 22 
27833	78 53 306 22 289 
26858	204 22 
21979	306 242 175 22 
28590	58 454 398 331 22 
21893	474 22 
31774	22 153 483 461 485 
17438	242 461 22 153 95 175 
20370	140 22 302 418 189 
13742	66 22 290 87 
26176	538 464 306 242 22 84 
6982	114 22 
31331	22 289 
1108	22 454 140 
6914	114 22 
3157	242 22 493 114 
3944	22 367 461 153 289 302 154 
29819	22 302 
4059	242 58 22 102 
26973	302 8 426 398 22 
5135	44 461 302 22 153 
15482	426 306 367 153 22 461 
13878	22 538 247 425 242 58 
33738	461 22 33 398 255 8 79 153 302 
21856	483 22 153 461 
10328	33 189 205 135 176 22 533 
23575	58 331 144 377 22 
4599	242 22 487 306 175 
28721	22 207 302 461 153 
12574	22 204 
13960	461 22 398 302 426 153 
28769	22 306 398 454 
31365	175 22 454 242 
1445	22 189 521 
2853	58 22 
2692	22 3 58 
22630	521 22 140 131 
22341	8 22 
17261	204 431 22 242 
16980	242 22 533 
27545	426 122 22 153 461 
29248	22 26 242 521 140 
33272	306 22 
6680	431 79 242 114 78 140 306 461 153 22 
31865	33 79 398 153 461 22 
15099	22 14 418 242 84 
16958	398 22 78 
29055	22 
26135	533 296 22 
9438	140 154 22 398 461 122 153 
25131	22 153 461 483 242 189 493 
29905	22 533 
4436	189 277 22 306 
18264	22 
34095	153 22 398 461 
6662	22 475 204 
15484	22 130 
16694	22 130 
27373	288 22 
18454	306 22 454 487 175 242 431 437 140 303 
5264	398 461 22 79 153 483 
28893	521 22 189 302 
31568	33 153 461 398 79 22 
32737	116 398 22 153 461 272 
1470	312 204 22 
22651	461 426 22 153 302 
4927	437 22 533 521 303 
13552	289 271 140 22 284 114 242 
31570	521 460 22 242 
26898	153 306 302 22 461 16 116 398 272 
27086	14 140 242 22 189 
24599	485 306 44 22 153 302 461 
29715	288 22 273 
13461	289 22 
1794	431 460 242 22 
21089	398 22 
13949	426 22 68 122 
2493	242 487 523 205 22 
717	58 22 
20654	521 454 22 418 140 
15806	272 404 461 22 116 44 248 533 153 154 
7314	22 114 289 
1933	22 536 242 302 487 538 
31220	273 130 22 
25561	114 153 22 
4684	22 273 288 130 
28632	533 22 306 
24367	302 8 22 
32631	122 58 22 207 
24502	485 493 22 242 114 
27284	22 483 153 461 
25571	302 153 79 461 22 
34126	506 206 123 485 22 242 461 153 
31824	485 302 22 461 153 122 
8335	533 303 22 242 437 60 
1545	22 
32648	290 539 22 
23861	22 257 
9216	487 22 242 306 454 
21796	242 506 206 175 454 22 
15791	242 79 8 461 22 331 153 14 
20081	58 22 
33295	521 140 22 
18170	461 33 398 79 153 207 22 
4643	461 22 483 485 493 242 367 153 
23184	22 114 
14063	271 22 289 418 
14429	306 78 22 398 
14098	22 331 204 288 
22778	22 460 461 153 454 242 
18870	454 22 242 431 460 
11535	153 8 189 461 22 
30455	277 22 
18315	22 153 461 8 189 79 
30007	273 22 58 130 
18276	22 460 521 242 
22618	521 242 538 247 411 22 
7018	175 454 242 22 
18016	8 22 
25546	53 22 
23364	22 474 
11347	175 22 242 78 
30079	22 271 15 242 482 84 
23555	367 461 506 206 22 398 242 153 302 
496	521 308 22 
14711	242 189 506 206 116 153 398 272 22 461 
17463	22 114 415 461 153 
9095	22 306 
30009	22 289 
20834	114 22 
13215	22 114 
30122	22 58 
21203	277 22 480 
19483	153 289 461 122 22 
9543	207 308 22 122 153 461 
617	521 22 
9710	3 58 22 130 
5430	22 53 8 306 
24893	454 306 22 
29241	300 22 
24170	22 300 58 
25657	331 271 58 78 521 22 
24569	130 22 273 
9941	521 22 533 
8106	144 58 22 
20100	22 242 8 302 506 206 538 
13104	533 22 
6756	296 22 533 521 
22109	533 242 309 296 22 
32858	289 114 22 
3568	122 461 22 153 426 
7380	22 288 
25527	8 66 22 80 
22711	153 461 483 22 398 
1001	78 306 22 
9840	8 398 22 255 
22361	22 474 
3647	290 22 53 
21866	22 84 333 482 
15879	22 533 
13599	22 398 
10063	22 242 460 33 114 
4021	288 22 
26634	22 93 
26429	8 153 461 302 22 189 
33340	22 289 277 
14515	24 14 290 162 22 242 
16985	22 494 58 
13115	22 398 
9226	22 53 
12132	273 130 22 
14123	271 22 418 11 114 306 404 
13707	22 289 498 8 
29735	122 22 
29985	22 122 
20346	22 114 289 176 
4321	35 521 22 6 
27108	84 102 22 
17477	22 474 
16650	521 140 26 242 22 
21154	130 22 
10739	140 22 114 45 521 
18351	22 533 
3469	22 398 140 26 
29718	22 58 
1607	22 58 
19522	306 22 
31135	461 22 153 483 123 
220	58 22 
24583	273 130 22 521 
2539	533 22 521 
32761	371 242 306 22 140 
20284	277 22 
9947	22 11 
26326	22 108 
26960	521 22 207 
27264	273 22 
27348	398 114 189 22 
20365	533 22 
22049	398 161 22 
13139	207 22 
18328	454 306 22 
1029	22 131 189 78 
3187	242 431 204 84 22 
23982	454 22 153 461 175 242 
24869	140 371 306 242 175 22 
19705	22 58 
25750	22 205 
23283	306 87 538 140 26 242 22 
11065	3 288 22 
12545	398 461 153 22 483 
7792	22 189 521 
12299	22 538 247 288 425 476 242 
30262	102 22 
27036	22 306 
20739	26 476 22 
12370	521 66 22 
20609	189 22 
17392	22 533 
22574	22 461 306 44 153 53 
18335	22 398 
7611	140 114 22 242 289 284 271 
8192	461 22 533 153 
22103	454 175 242 22 
11201	482 22 175 242 
20986	114 521 22 
25844	22 398 207 
33637	22 454 533 
29259	521 137 175 72 242 22 370 
24333	22 521 58 
6567	22 533 
5383	22 289 
12960	3 58 288 331 22 
11783	377 122 22 31 
12334	22 53 
33348	242 35 403 33 22 60 
16792	33 189 398 22 
3237	242 22 398 8 506 206 538 464 15 
7721	68 418 22 404 205 11 
18684	22 461 302 153 
22892	485 312 483 461 242 153 22 493 389 132 
23802	22 114 
29724	207 22 
17464	461 483 242 255 506 206 480 153 306 22 
32749	288 22 58 102 
8673	242 506 206 461 154 22 153 8 
16625	22 189 521 
22788	155 302 153 116 22 461 272 
13711	22 306 533 398 521 
10031	26 140 22 
24202	277 368 367 437 461 153 22 385 498 
3035	53 22 
17018	22 189 521 
9178	521 22 
3664	22 288 102 
20308	175 22 289 487 242 
24235	22 207 533 140 
3799	306 398 22 454 
1258	22 521 31 
25013	154 153 22 461 84 122 
23301	22 93 
14437	22 123 
28434	22 474 207 
21859	22 53 
26965	296 84 189 22 
2064	22 33 
12992	7 22 277 306 
17397	273 22 130 
21820	454 22 246 437 
19339	153 398 79 461 22 33 
6486	84 22 418 140 14 242 
7868	22 296 521 533 
25125	290 53 22 45 66 
15407	533 22 
31061	204 22 246 437 
484	22 130 31 352 
16883	22 521 189 
17537	175 22 140 242 
30239	487 371 242 175 339 22 
23493	398 437 303 22 255 
29656	303 189 153 437 302 22 485 461 
2992	22 533 
20193	242 487 257 22 
15081	22 460 189 242 521 
7687	22 79 153 302 461 483 
1818	22 33 140 122 
1531	22 288 153 155 461 
23659	22 140 
11721	483 22 153 130 461 
26339	485 153 398 189 461 79 22 
12585	22 58 
25847	22 163 
33057	22 204 140 
11818	131 521 140 22 
15766	533 22 
16403	22 58 521 
6449	22 461 153 283 465 483 272 116 
17911	22 122 461 153 426 367 
33184	426 207 398 22 
32448	331 130 58 22 122 
11692	22 302 
7535	22 418 140 242 
19770	398 153 22 461 289 
1796	78 22 302 306 398 
2099	8 398 22 255 
28513	114 22 
21940	302 22 
995	122 22 
13583	302 22 114 
31872	114 22 
6224	398 331 521 22 
2997	461 153 398 22 296 
30952	153 22 398 418 461 
19343	114 22 153 79 461 33 
32871	506 206 84 302 66 45 242 498 290 22 
1243	22 153 189 461 302 
1628	426 308 22 
32041	483 22 485 461 153 283 
31890	22 122 114 290 11 321 
31425	22 114 
17882	189 22 
27460	22 398 189 
5737	114 418 28 290 323 22 80 
23757	58 22 
32777	175 290 242 22 
4409	140 66 22 387 290 
18211	308 22 
30683	153 437 367 289 303 461 22 114 
6647	205 425 538 247 22 242 
3558	257 22 
8386	153 22 461 154 437 302 306 189 246 
6758	153 461 289 22 367 
9923	22 331 288 
8837	58 355 242 22 
8945	306 22 
19254	22 273 
22803	22 273 130 
8061	290 53 22 
8853	22 533 
622	306 22 460 175 237 242 
33089	189 207 22 
29083	390 418 242 140 371 22 306 
22251	242 22 140 403 60 
18196	114 140 8 22 289 
29028	130 22 
27176	22 78 58 130 352 
13006	398 22 461 153 302 
6117	140 189 22 500 
20799	153 461 444 44 22 154 
20175	79 398 153 461 22 483 
32551	521 140 22 
3509	22 288 494 
14979	189 153 485 483 22 461 
22405	79 189 461 22 153 483 8 
108	122 22 
1896	153 290 461 22 
17226	22 207 
16575	437 58 272 368 385 22 357 
28167	302 79 461 153 22 
24885	8 22 277 
14186	22 273 130 
16983	22 114 
22141	22 368 227 385 105 437 198 
33785	533 22 
30894	277 22 538 140 242 306 
15829	368 22 437 385 246 
5078	114 22 483 461 140 153 
3367	58 288 398 303 22 331 437 289 31 
2410	22 58 
27512	431 14 22 242 7 175 
15665	53 290 22 
20337	22 289 
17363	538 22 242 533 
17731	257 207 22 
22556	22 58 288 102 
20998	22 153 189 461 
13008	22 289 
26112	22 390 273 130 
17828	205 22 533 
32401	302 22 426 398 207 
21515	302 306 22 
32062	538 22 84 464 482 242 
21046	22 58 
333	461 153 79 483 22 189 398 
16207	154 22 153 533 461 
32015	22 58 
18431	293 292 22 290 
23303	310 329 494 22 288 
15191	58 22 
14783	22 204 
416	503 26 498 140 22 229 
30709	140 390 418 22 
21276	22 289 
12781	114 22 
13588	533 22 
3624	405 22 
14312	22 204 
23648	84 22 140 26 418 
32820	122 58 22 
15193	102 22 
32709	487 140 242 454 306 303 371 22 437 
13879	290 44 461 53 65 153 22 66 
361	189 476 22 
13437	538 114 22 242 289 
22269	533 521 296 22 
27908	22 331 58 273 
3766	22 306 
29193	288 58 22 
20243	461 22 367 302 404 153 
18095	460 289 22 242 
29220	22 390 140 418 306 371 242 
5563	461 153 33 79 398 22 
24784	521 22 
29358	153 533 22 461 
2650	242 22 533 
24908	533 22 
30964	22 480 
29949	242 22 176 284 114 
31788	273 130 22 
26388	114 22 
3552	310 242 22 60 
6061	437 22 289 418 431 122 242 246 303 
4540	22 398 
3428	368 437 93 22 385 
11284	22 290 
21134	44 461 331 153 22 415 
34111	521 22 189 
4134	22 12 242 271 306 482 84 
3679	331 242 22 408 130 313 
21640	22 533 306 
22434	131 22 140 189 
12348	242 7 403 306 22 411 60 
13767	79 207 189 153 461 22 398 
22595	22 189 114 
11694	44 11 153 461 22 
29882	22 122 426 302 
29733	290 22 
14741	521 437 533 348 303 22 418 
2298	22 93 
13763	22 482 114 84 
18753	140 22 
20456	73 22 
826	22 398 
1989	306 242 22 487 454 398 
1268	533 22 
29169	242 22 207 189 521 
30050	122 22 273 130 
23086	22 3 
24005	153 140 461 22 483 
5543	22 398 140 189 521 
9467	426 153 122 116 272 22 
10089	242 22 200 175 140 532 371 
16370	331 273 22 130 
19370	22 533 
32416	22 533 
25379	22 533 
10071	398 22 415 153 11 
27003	22 533 
28079	533 22 153 461 
15902	313 284 242 306 122 22 
34159	22 53 461 301 153 
23956	123 15 242 538 306 22 
33546	306 140 242 371 22 
6806	22 79 461 302 483 153 
29003	22 509 413 488 246 302 220 437 312 
27358	290 8 476 153 461 22 242 122 
1158	22 302 
20027	22 58 
34219	22 289 
13255	22 521 533 
6023	22 58 
3080	22 79 461 153 114 
31259	533 22 
9389	14 95 431 22 242 
286	437 22 533 122 303 
7831	22 58 
26310	242 371 22 175 26 
24827	22 398 306 
29231	273 474 130 22 
33726	22 300 425 247 242 175 487 538 
26716	483 153 123 461 22 
9353	300 44 461 58 154 153 22 398 
15824	22 331 
27644	284 58 242 22 
13191	533 22 
6260	539 22 277 289 288 
22564	22 461 153 493 79 242 302 
15638	66 475 204 22 
31645	22 288 
30070	474 22 
10854	398 302 485 22 289 
29275	289 461 22 153 398 79 
3175	204 22 
2843	289 22 
15244	533 22 
13154	189 207 22 33 
953	461 22 44 153 302 
30780	3 306 22 
1023	114 33 289 22 
25610	22 140 102 
13586	398 22 
23714	153 539 404 22 461 367 
17928	331 22 288 
31121	22 153 424 242 289 290 461 398 
34062	22 114 
16051	22 289 271 114 
14012	418 271 22 8 84 
16730	461 153 248 272 22 
7230	22 
30627	60 22 255 437 242 308 303 403 
11122	398 306 22 78 
6064	418 26 22 306 140 
34037	22 533 
18970	22 66 290 289 
29617	272 155 153 116 306 461 22 
5574	521 189 22 
30204	22 78 306 189 521 
10619	521 284 242 302 22 140 114 321 
2810	533 22 
17688	398 306 347 22 302 
33809	289 33 22 114 
6592	22 8 
30342	461 153 302 398 22 
4274	122 22 
13796	22 288 
13478	22 189 
8331	289 22 
3357	302 289 255 290 454 22 8 
22003	22 58 
9770	242 58 284 390 22 
12694	242 122 303 437 22 82 538 
14581	53 290 22 
1262	140 242 15 289 26 22 
26880	22 302 398 
2813	44 8 368 22 153 437 385 461 
29319	122 242 82 22 144 538 58 
22861	58 22 
13754	302 326 538 22 242 
3583	398 521 22 33 86 
15096	22 300 
29857	22 533 
4619	336 437 242 476 398 487 22 385 254 
6004	22 58 
9186	461 22 444 153 8 
16509	289 114 22 
6258	22 114 
26944	22 207 
26992	242 189 22 460 140 
5517	22 242 460 
16439	22 306 175 242 454 
19520	533 22 521 
6836	22 189 140 521 
27319	140 22 431 242 487 
27461	13 272 541 22 255 153 78 
31899	114 22 
7900	521 22 58 
27656	538 123 461 22 153 242 483 
27392	474 22 
5763	303 308 60 22 437 242 
32024	22 26 302 
20699	22 58 144 
12058	398 242 22 153 461 189 506 206 
16759	331 22 521 58 271 
23118	461 22 398 153 
11380	242 22 189 521 
29520	22 487 242 58 
12653	22 521 533 
302	331 474 313 22 
16133	22 271 114 418 
3633	347 268 22 207 
24973	22 58 
9757	461 483 153 242 22 140 398 506 206 
5817	461 22 533 153 
34164	483 22 461 79 153 398 
9951	22 114 
6385	175 461 22 154 242 302 153 
23549	302 22 
4038	461 22 398 302 153 
17983	461 22 153 483 306 114 189 493 140 302 242 
4677	58 22 
28512	130 22 273 
24409	22 521 189 
14931	22 130 273 
24527	538 168 22 82 536 15 26 242 
19608	22 431 58 242 
23610	22 58 
952	474 273 22 
14203	289 22 
23650	22 58 
25468	22 207 
7034	22 533 
23117	22 8 303 437 
1718	140 22 242 114 14 
5662	95 273 58 22 
18562	22 289 
6278	130 22 454 
2532	533 418 22 242 
1319	289 22 
31088	140 22 
23196	114 289 22 
25504	273 130 22 
29271	461 8 306 22 302 154 153 
7272	533 22 
31968	189 22 
10614	189 22 521 
32560	22 66 213 
26771	22 257 122 
23272	22 321 
4593	331 58 22 
14139	58 22 
2152	306 398 22 140 
23169	246 22 437 398 302 306 
15934	533 296 153 461 22 
2160	205 22 533 302 
28519	331 22 58 31 
32458	22 289 
28196	487 454 22 242 
22312	58 313 122 22 
12725	22 313 408 242 
1665	22 189 
32776	461 398 153 22 79 
34048	454 22 482 84 
23880	140 271 114 22 289 
28190	53 22 306 398 
31285	367 461 153 22 289 418 
24914	22 306 398 
1817	22 302 306 398 
20428	22 58 
21987	521 189 22 
2338	22 150 8 302 
17184	290 461 79 8 153 154 22 
17485	8 22 398 289 
30949	153 367 272 461 289 242 456 431 22 
18527	207 533 189 22 
29904	166 275 242 22 454 
10792	22 58 95 331 
22932	114 22 
22834	116 22 435 272 155 461 153 
19017	22 153 398 483 79 255 461 
16165	302 426 154 153 461 122 22 
31378	130 58 22 331 273 
